TI,DE,ID,AB,PY
"The agricultural biome of Biosphere 2: Structure, composition and function",agricultural mesocosm; elevated CO2; closed system research; Biosphere 2; sustainable agriculture,LIFE-SUPPORT; PLANT-GROWTH; CO2; WHEAT; CELSS; PRODUCTIVITY; PERFORMANCE; ENVIRONMENT; SYSTEMS; SOILS,"The agricultural mesocosm of Biosphere 2, known as the Intensive Agricultural Biome (IAB), provided food for the inhabitants of the facility during two periods of material closure between 1991 and 1994 (Mission I, September 26, 1991 to September 26, 1993, eight-person crew; Mission II, March 6, 1994 to September 17, 1994, seven-person crew). The design and operation of the mesocosm and preliminary results for food production of the IAB are described for both periods. The overall rate of crop production for the 0.22 ha area (soil depth of 1 m; soil and atmospheric volumes of approximately 2000 m(3) and 38000 m(3), respectively) sustained both crews. Overall production rates in Biosphere 2 exceeded those characteristic of fertile agricultural land in the most efficient agrarian communities, despite comparatively lower light levels, lack of insect pollinators and unusually dense insect pests. Crop yields were markedly higher for Mission II than for Mission I due, in part, to experience and improvements based on the first closure. The health of the Biospherians is briefly discussed in the context of a low-calorie (1800-2200 kcal day(-1) per person for Mission I and 2200-2400 kcal day(-1) for Mission II), nutrient-dense diet characteristic of the Biosphere 2 food paradigm. sigh productivity and biodiversity were due to many factors including high resolution climate control, hyper-intensive agricultural practices, selection and planting of food crops adapted to humid, tropical and sub-tropical conditions, nutrient recycling, intensive pest management, and the superambient levels of atmospheric CO2 (concentrations up to 4500 ppmv were reported during the 1991 to 1994 occupations). Radiation use efficiency (RUE) for wheat for both periods and a post-Mission II planting were comparable to RUEs observed in other experimental elevated CO2 settings such as Controlled Ecological Life Support-Systems (CELSS) and Free Air CO2 Enrichment studies (FACE) even though yields were comparatively lower due to low light levels. Integrated management of pests, soil conditions and agricultural practices were key factors in the sustainability of the IAB resulting in minimization of plant loss due to insect herbivory, nematode infestation and reduction in the quality of IAB soils. The use of soils rather than hydroponic systems for the IAB had significant consequences for CO2, N2O and O-2 concentrations in the Biosphere 2 atmosphere and rendered primary regeneration technologies ineffective over the periods of closure. The initial high organic carbon content of the IAB soils prescribed by the designers proved to be the largest single source of CO2 and the largest sink for O-2. The choice of a soil-based compared to a hydroponic-based agricultural system contributed to the accumulation of N2O to levels as high as 300 times current ambient levels (approximately 310 ppbv). The IAB of Biosphere 2 has the potential; with system improvement, to be a high-yielding, self-sustaining agricultural mesocosm suited for a variety of research endeavors. ",1999
Systematics and genetic structure of Ponderosae taxa (Pinaceae) inhabiting the mountain islands of the Southwest,ecological genetics; genecology; genetic variation; microevolution; Ponderosae,MARGINAL POPULATIONS; PINUS-PONDEROSA; FOREST FRAGMENTATION; LODGEPOLE PINE; ACER-SACCHARUM; MATING SYSTEM; DIVERSITY; DIFFERENTIATION; VARIABILITY; EVOLUTION,"The systematics and genetic structure of taxa representing the Ponderosae subsection of genus Pinus were assessed for disjunct, isolated, and peripheral populations occupying the mountain islands of the Southwest. Wind-pollinated progenies of 290 trees were compared in common gardens according to ten variables reflecting allometric, needle, and phenologic characteristics of 2-yr-old trees. The tests also included populations of similar taxa from the Rocky Mountains to the north and the Sierra Madre to the south. Principal component and canonical discriminant analyses demonstrated that the taxa segregated into three distinct groups, one of which contained two subgroups. These groupings collectively accounted for all of the many and confusing taxonomic descriptions that exist for the Ponderosae of the southwest United States and northern Mexico. The results suggested that intertaxa hybrids or hybrid derivatives may have been segregating within the propenies of only three of the parental trees. Hybridization, therefore, appears to be infrequent and inconsequential to the interrelationships among taxa and to contemporary genetic structures of taxa. Univariate analyses showed that the three distinct groups displayed different genetic structures despite similarities in their geographic distributions. While genetic variation within populations of all groups was abundant, a group labeled 'quinquefoliata"" displayed little variation among populations; one labeled ""engelmannii"" had abundant interpopulation variation that was largely randomly distributed across the landscape; and in a group containing the subgroups called ""scopulorum"" and ""taxon X,"" abundant interpopulation variability was arranged systematically along moderately steep dines. These disparate genetic structures showed no apparent effects of the isolated, disjunct, and peripheral conditions under which populations of these taxa exist.",1999
"Sexual reproductive ecology of Carex bigelowii, an arctic-alpine sedge",,CLONAL PLANTS; SEEDLING ESTABLISHMENT; POPULATION-DYNAMICS; GROWTH; DIVERSITY; TUNDRA; CONSEQUENCES; POLLINATION; CYPERACEAE; PHENOLOGY,"Carex bigelowii is an arctic-alpine sedge that shows an extensive clonal growth, and in many years also has a high degree of flowering. To see which factors are most important in determining the sexual reproductive success, the effects of self- and cross-pollination, pollen donor distance, amount of pollen, temperature, and time of flowering were studied. The study was conducted at Latnjajaure Field Station, northern Sweden and Thingvellir National Park, Iceland during three field seasons. Experimentally increased air temperature raised the fruit set and the fruit weight, in two of the three seasons. Pollen donor distance did not influence either fruit set or fruit weight, and there was no difference in fruit weight between selfing and cross-pollination. An increased amount of pollen raised the fruit set, but did not affect fruit weight. The lime of flowering was also important; there was a negative relationship between flowering time and fruit set and fruit weight, i.e. late flowering ramets had a lower fruit set and fruit weight. The results suggest that Carex bigelowii is an outcrossed species where the reproductive success is mainly determined by the weather, and that there are differences between the two study sites.",1999
Family outcrossing rates and neighborhood floral density in natural populations of swamp milkweed (Asclepias incarnata): potential statistical artifacts,Asclepias incarnata; flower-density family outcrossing; Monte-Carlo simulation; self-compatibility,MATING SYSTEM PARAMETERS; EVOLUTION; ASTERACEAE; MARKERS; ECOLOGY; PLANTS; PINE,"To evaluate how environmental and genetic factors influence mating-system evolution, accurate estimates of outcrossing rates of individual plants (families) are required. Using isozyme markers, we observed wide variation in family outcrossing rates in three natural populations of Asclepias incarnata using three statistical methods: (1) a multilocus maximum-likelihood procedure (t(m)); (2) a multilocus method-of-moments procedure (t(a)); and (3) a direct comparison of progeny phenotypes against maternal phenotypes (t(d)). Neighborhood floral-display size was positively correlated with t(a) in one population, but showed no relationship with any of the other estimates of outcrossing for any population. Monte-Carlo simulations revealed that statistical variation associated with these estimation procedures can be large enough to explain all of the observed variation in outcrossing. We also found that significant, spurious correlations with neighborhood floral display could arise, on average, 7% of the time by chance alone. Our observations suggest that it is difficult to obtain accurate estimates of outcrossing in naturally pollinated plants using the estimation procedures currently available. Moreover, we caution that attempts to interpret observed variation in family outcrossing estimates by observing variation in ecological parameters could be misleading.",1999
Two new species of Gladiolus (Iridaceae : Ixioideae) from South Africa and notes on long-proboscid fly pollination in the genus,Gladiolus rhodanthus; G-sekukuniensis; Iridaceae; Moegistorhynchus; nemestrinidae; new species; Northern Province; pollination; South Africa; taxonomy; Western Cape,,"Gladiolus rhodanthus is a new species known from a single population on the summit of the Stettynsberg near Villiersdorp in Western Cape, South Africa. The species most closely resembles G. hirsutus and G. caryophyllaceus but differs from both in flower shape and markings and in its ecology and reproductive biology. It forms part of a guild of long tubed, pink-flowered species including Erica praecox, Pelargonium radiatum and Watsonia paucifoli which are pollinated by an undescribed long-proboscid fly, Moegistorhynchus sp. nov. (Diptera : Nemestrinidae). Gladiolus sekukuniensis is a new species known from three populations south of the Stlydpoortberge in Northern Province. It closely resembles G. permeabilis subsp. edulis in vegetative features and in flower form, but differs from it in flower colour and in the elongate perianth tube. These floral features are apparently adaptations to pollination by long-proboscid flies.",1999
"Natural history of Anidarnes bicolor (Hymenoptera : Agaonidae), a galler of the Florida strangling fig (Ficus aurea)",gall; wasp; fig; Agaonidae; Ficus aurea; Anidarnes,POLLINATOR MUTUALISM; NEW-WORLD; WASPS; CONSEQUENCES; EVOLUTION; ECOLOGY,"The natural history of Anidarnes bicolor (Ashmead) Boucek (Hymenoptera: Agaonidae: Sycophaginae), a host-specific galler of the Florida strangling fig (Ficus aurea, Moraceae), is described. A. bicolor females oviposit through the outside of the globular fig inflorescence; offspring feed on sterile tissue within galls induced on the inner wall of fig. Oviposition coincides with entry of the pollinators (Pegoscapus mexicanus; Hymenoptera: Agaonidae: Agaoninae) into the fig, and does not interfere with pollination. Pollinator presence is in fact crucial to A. bicolor success, because unpollinated, galled figs are aborted by the tree. However,A. bicolor may nevertheless reduce pollinator success: maturation of pollinator offspring appears to be negatively affected by the developing A. bicolor galls. Although the composition of the wasp community associated with the native Florida figs is relatively well-known, this is one of the first studies of the natural history of one of the non-pollinator species.",1999
The taxonomy of Vaccinium section Myrtillus (Ericaceae),Vaccinium; Myrtillus; taxonomy; numerical phenetics; biosystematics,PLANT SUCCESSION; BRITISH-COLUMBIA; MOUNT-RAINIER; NATIONAL-PARK; DYNAMICS; WASHINGTON; POLLINATION; COLORADO; MUDFLOW,"Phenetic analyses of 218 OTUs belonging to Vaccinium section Myrtillus and scored for 13 characters generated five robust clusters. Vaccinium parvifolium is the most distinct cluster, followed by the ""myrtillus-scoparium"" complex, then V. membranaceum, V. caespitosum, and the ""ovalifolium-deliciosum"" complex. Biosystematic studies suggest that the five clusters comprise seven taxa that possess many of the properties that define biological species. Indeed, the recognition of the seven taxa as species is supported by cytological, phenological, biogeographical and ecological as well as chemical data. A detailed taxonomic treatment for all these taxa is presented.",1999
Modeling and experiment analysis of electrostatic date pollination,pollination; electrostatic; artificial pollination; finite element; date; agriculture,,"Artificial pollination can influence economic profit in modem agriculture and competitive markets for quality fruits, vegetables and hybrid seeds, especially where climatic and ecological conditions are unfavorable. Technologies for electrostatic deposition of small particles were modified for flower pollination. The electric field in a system comprised of a charged cloud approaching a grounded flower was investigated with a 3-D finite element model. A simulation based on a finite element model was created and the pollen grain trajectories, which initiated from the cloud and ended an the flower were calculated. An experimental device for electrostatic pollination was developed and tested in the laboratory and then under field conditions. Both model and laboratory results showed increased pollen density on the stigma, as compared to the flower envelope. Field experiments on dates (Phoenix dactylifera L.) showed that electrostatic pollination doubled the yield. The work demonstrated the advantages of electrostatic pollination and the possibilities for developing this technology.",1999
Impact of flower standing crop and pollinator movement on alfalfa seed yield,Medicago sativa; Megachile rotundata; pollination ecology; alfalfa; seed production,INBREEDING DEPRESSION; PLANT SIZE; GEITONOGAMY; CONSEQUENCES,"For agricultural crops that depend on pollination, the impact of flower abundance and pollinator movement on seed or fruit yield is of economic importance, and may have implications for crop and pollinator management. Using alfalfa, Medicago sativa L. (Leguminosae), I tested the hypothesis that seed set is lower when standing crop of open Rowers is high than when standing crop is low. This could occur if pollinators move more among flowers on the same plant, causing self-pollination, when flowers are abundant. In a greenhouse experiment I compared seed set for 3 simulated pollinator movement patterns between flowers on the same versus different plants, under the 2 standing crop regimes generated by varying the number of flowers hand-pollinated each day. Treatments maximized, minimized, and were intermediate in movement between flowers on different plants. Significantly more seeds were produced per pod when flower standing crop was low than when standing crop was high. I hypothesized that movement pattern would have a greater effect when standing crop was high rather than low. Despite a trend in the expected direction, this interaction was not significant. Field observations of within versus between plant movement of the pollinator, Megachile rotundata (F.) (Megachilidae), indicated that the bees visit more flowers per raceme when standing crop is high than when standing crop is low. In a series of hand pollinations among flowers on the same plant, seeds per pollination decreased between the Ist flowers pollinated and later flowers pollinated in succession. Alfalfa may yield less seed when flowers are abundant, suggesting that early introduction of bees into alfalfa seed fields is desirable to maintain a low flower standing crop.",1999
Reproductive ecology of understory species in a tropical montane forest in Costa Rica,breeding system; bumblebee; cloud forest; Costa Rica; flower life span; fruit set; pollination; pre-dispersal seed predation; reproductive success; Talamanca; understory,BREEDING SYSTEMS; CLOUD FOREST; INDIVIDUAL FLOWERS; RUBIACEAE; TREES; INCOMPATIBILITY; VENEZUELA; BIOLOGY; LONGEVITY; POLLEN,"The reproductive ecology of nine hermaphroditic understory species in a tropical montane Quercus forest was studied at two sites (2300 and 2600 m elev.) in the Cordillera de Talamanca, Costa Rica. Flower life span, studied in six species, averaged 4.4 d. This is longer than flower life spans found in the Monteverde cloud forest (2.7 d) and comparable co flower life spans found for arctic and alpine species. We studied the breeding system in five species and found no self-incompatible species. Four species proved self-compatible, and three: of these showed autogamy. The main diurnal insect pollinator was the bumblebee Bombus ephippiatus. Natural fruit set was low (8-32%) in six species with few seeds per fruit, while two many-seeded species showed a high rare of fruit set (90 and 96%). The incidence of pre-dispersal seed predation was high; the percentage of seeds infested in four species ranged from 8 to 56 percent.",1999
Nodding capitula in superparamo Asteraceae: An adaptation to unpredictable environment,Andes; Culcitium canescens; Ecuador; microclimatic measurements; plant adaptations; tropical alpine environment,FLOWER HELIOTROPISM; TEMPERATURE; RANUNCULACEAE; POLLINATION; VISITATION; PUBESCENCE; ECOLOGY; PARAMO; ANDES; RATES,"Nodding capitula are a striking feature in several Asteraceae species of the Andean superparamo. In this study the thermal environment of the nodding inflorescence in Culcitium canescens Humb. & Bonpl. was surveyed by a shortterm microclimatic measurement. Temperatures of the nodding inflorescences were higher than temperatures of the surrounding air during the day, while the respective temperatures were comparable during the night. Also, compared to other parts of the plant, the nodding inflorescence provided favorable temperature conditions. An experiment showed that the radiation reflected from the substratum explained most of the variability in the inflorescence temperature. It is suggested that the nodding capitula have evolved to protect the flowers from snow and rain while at the same time ensuring sufficient temperatures for floral development.",1999
High levels of genetic variation in Korean populations of Sasamorpha borealis (Poaceae),allozymes; clonal diversity; genetic diversity; mast seeding; Sasamorpha borealis; selection,CLONAL DIVERSITY; SUBDIVIDED POPULATIONS; GENOTYPIC DIVERSITY; RARE ALLELES; JAPONICA; CONVOLVULACEAE; EQUILIBRIUM; PATTERNS; FAGACEAE; DISTANCE,"Genetic and genotypic diversity of Korean populations in Sasamorpha borealis (Hack.) Nakai were investigated using allozymes as genetic markers. In Korea, S, borealis usually grows on hillsides under pine-oak understory. Many species of bamboos have the intermast period of ""mast seeding."" After spreading by extensive rhizomes for a specific period, nearly all adults in one area produce wind-pollinated flowers, set large quantities of seeds, and die. This study was undertaken to infer relationships between levels of genetic diversity and the reproductive biology of the species. Populations of S. borealis maintain high levels of genetic diversity: 51% of the loci examined were polymorphic and of mean genetic diversity (H-eP = 0.219). The mean number of multilocus genotypes per population was 18.4, and the mean genotypic diversity index (D-G) was 0.720. However, 31% of the total genetic Variation was found among populations (G(ST) = 0.310). Allele frequencies for all loci examined differed significantly among populations (p < 0.001). Average genetic identity for all pairs of populations was 0.833 (SD = 0.046). Indirect estimates of the number of migrants per generation (Nm) were 0.56 (calculated from G(ST)) and 0.20 (calculated from the mean frequency of ten private alleles). Several biological and ecological traits found in S. borealis (widespread geographical distribution, long-lived habit, clonal reproduction with relatively high genotypic diversity, wind-pollinated breeding system, death of adults bearing large quantities of seeds, probable low gene flow among populations, selection for heterozyous genotypes in some of the sampled populations, the patterns of recolonization, effects of genetic drift, and local selective forces) may have played roles in shaping the population genetic structure of the species.",1999
Pattern of resource allocation of six Plantago species with different breeding systems,breeding system; habit; Plantago; reproductive effort; sex allocation,IMPATIENS-CAPENSIS BALSAMINACEAE; EXPERIMENTAL ECOLOGICAL GENETICS; REPRODUCTIVE EFFORT; ENERGY ALLOCATION; BIOLOGY; POLLINATION; COMPONENTS,"Species of Plantago exhibit great deal of differences in the breeding system. The reproductive effort calculated on the basis of, (i) dry biomass of foliar and floral parts and (ii) seed output-weight (mg) per unit leaf area (cm(2)), exhibits relation with breeding system. The predominantly inbreeding taxa invest higher reproductive effort compared to their outbreeding allies. In terms of sex allocation strategies, the outbreeding species like P. lanceolata, P. lagopus invest more to the development of floral features and to mate functions. On the contrary, inbreeding species such as P. patagonica, P. drummondii, and P. ovata invest greater resources to the female function.",1999
"Breeding system and the role of floral visitors in seed production of a 'few-flowered' perennial herb, Paeonia broteroi Boiss. & Reut. (Paeoniaceae)",Paeonia broteroi; breeding system; pollinator assemblage; pollinator efficiency; seed set; few-flowered species,BLANDFORDIA-GRANDIFLORA LILIACEAE; WILD RADISH; POLLEN REMOVAL; PATH-ANALYSIS; POLLINATION; SET; SIZE; AVAILABILITY; LIMITATION; MORPHOLOGY,"The breeding system and pollination ecology of Paeonia broteroi (Paeoniaceae), a self-compatible, perennial herb, which produces few flowers (one to eight) per season, are described in two populations in mountains of southern Spain. Experimentally self-pollinated flowers yielded a significantly lower seed set (6-18%) than cross-pollinated flowers (23-29%), but the latter did not differ in seed set from open-pollinated flowers (30-31%). Seeds obtained from self-pollinated flowers were significantly lighter then seeds obtained from open- and cross-pollinated flowers. Pollen and resource limitation, inbreeding depression, and allocation to sexual functions are discussed to explain seed set. The role of different floral Visitors (including bees, beetles, and ants) on reproductive success was examined through exclusion experiments and efficiency tests. Only one species of bee (Andrena assimilis, Andrenidae) from the 25 insect species that were recorded during two study seasons seemed to be responsible for successful pollination. Thus, although flower morphology is open and excludes few if any floral visitors, most of the visitors were not suitable pollinators.",1999
The importance of mutualisms for biodiversity conservation in insular ecosystems,plant-animal mutualisms; pollination; seed dispersal; mutualism disruption; biodiversity in islands,TRICOCCON L CNEORACEAE; NEW-ZEALAND FLORA; SEED DISPERSAL; HABITAT FRAGMENTATION; REPRODUCTIVE-BIOLOGY; POLLINATION ECOLOGY; BALEARIC-ISLANDS; FLYING FOXES; RAIN-FOREST; DRY FOREST,"The mutualistic interactions among species have received relatively little attention in the field of conservation biology. It is especially in insular ecosystems where it has been found that this type of interactions, particularly plant-animal interactions, can be very important for the maintenance of biodiversity. Islands, with relatively high values of biodiversity, are especially vulnerable to habitat modifications of any kind, and the loss of a species can cause a dramatic reduction -or even the extinction- of other species which depend on the former. In this paper I present some examples of islands where plant-animal mutualisms an presumably important for the plant community structure and for biodiversity in general. The current major threats to animal mutualists (pollinators and seed dispersers, in particular) are enumerated as well as the factors that need to be considered when predicting the extinction risk of a plant devoid of these mutualists. Finally, some documented cases of plant-animal mutualism disruption and its consequences are given. Conservation programs are certainly incomplete if they do not incorporate the study of both evolutionary and ecological mutualistic interactions among species.",1999
Breeding system and effects of plant size and flowering time on reproductive success in the alpine herb Saxifraga stellaris L.,,RANUNCULUS-ADONEUS; SEED SET; PHENOLOGY; POLLINATION; CONSEQUENCES; POPULATION; SEASON; NORWAY,"The pollination and reproductive ecology of Saxifraga stellaris was investigated in alpine southwest Norway. A breeding system analysis, with performance of controlled crosses, revealed that S. stellaris is self-compatible and that reproductive success after cross- and self-pollination is equal. Relative autodeposition efficiency (i.e. mean seed:ovule ratio in caged, nonmanipulated Plants relative to mean seed:ovule ratio of control plants) was, however, low (0.29, suggesting that S. stellaris depends on insect visitation for maximum seed set. Seed set is not restricted by pollen availability, as indicated by a supplemental hand-pollination experiment. Plant size had a strong positive impact on ovule number, which in turn was positively correlated with seed number. Plant size also had a positive influence on seed weight. Seed weight was lowest for late-flowering plants, suggesting that shorter time for seed maturation and lower temperatures late in the season restrict seed weight. No correlations between flowering date and seed number were found, perhaps because the pollinators are relatively insensitive to temperature conditions and thus their activity does not change through the flowering season of S. stellaris.",1999
The taxonomy of Carex section Scirpinae (Cyperaceae),Cyperaceae; Carex; Carex curatorum; Carex gigas; Carex scabriuscula; Carex section scirpinae; Carex scirpoidea; Carex scirpoidea ssp scirpoidea; ssp convoluta; ssp pseudoscirpoidea; and ssp stenochlaena; systematics; taxonomy,,"Section Scirpinae, as treated herein, forms a cohesive group of dioecious, unispicate sedges with pubescent perigynia, chromosome numbers of n = 31, and similar leaf anatomy, and possesses a high degree of interfertility between subspecies based on hand-pollinations. Taxa in this sec tion are distributed primarily in North America. Taxonomic problems in the group have been related to the lack of a comprehensive monographic treatment, incomplete descriptions, and a lack of an understanding of the patterns of variation in morphological characters across a wide geographic range. Based on evidence from a previous study using morphology, chromosome numbers, leaf anatomy and surface structure, achene and perigynium micromorphology, interbreeding relationships, ecology, and distributions, five taxa are recognized. The section, as treated here, consists of C. scirpoidea, with four subspecies (ssp. scirpoidea, ssp. convoluta, ssp. pseudoscirpoidea, and sap. stenochlaena), and C. curatorum. Two taxa, C. gigas and C. scabriuscula, have been excluded.",1999
Flowering and seed production of aspen in Scotland during a heavy seed year,,SALIX-VIMINALIS L,"In 1996, profuse flowering of aspen (Populus tremula L.) occurred throughout Scotland. In response, studies were initiated in Perthshire and Strathspey to investigate aspects of flowering, seed production and seed storage of aspen. The proportions of clones flowering were high, averaging 72 per cent in Strathspey and 77 per cent in Perthshire. The sex ratios were 1.8 male clones to 1 female clone in Strathspey and 1.3 male clones to 1 female clone in Perthshire, which are within the range of ratios recorded for aspen on the Continent. Easy and reliable methods of sexing aspen trees in the field during flowering are described. Seed production per catkin on four female clones in Tayside ranged from six to 60 seeds per catkin. Seed production was clearly correlated with the number of male clones in the vicinity of the female clones. A simple field technique for artificially pollinating female flowers is described. Artificial pollination resulted in seed production averaging between 159 and 460 seeds per catkin, i.e. approximately a 12-fold increase over natural pollination. The viability of seed from the two study areas was very high ranging from 94 to 98 per cent. The numbers of seed per kilogram varied between 7 million and 10 million viable seeds kg(-1). Seed stored at 6 per cent moisture content following rapid drying, and at -2 degrees C, retained levels of viability in excess of 95 per cent for at least one year. The results present excellent opportunities for increasing the supply of planting stock of aspen from Scottish seed and fundamentally change current perceptions of the ecological status of aspen in Scotland.",1999
Inflorescence height affects visitation behavior of bees - A case study of an aquatic plant community in Bolivia,Apoidea; aquatic plants; bees; Bolivia; flight strata; foraging; inflorescence height; inundated savanna; pollen loads; pollination,POLLINATION SYSTEMS; FLOWER CONSTANCY; SOLITARY BEES; BUMBLE BEES; COMPETITION; ECOLOGY,"We studied the bee fauna visiting a plant community of 10 species of flowering aquatic plants in an inundated savanna region in Bolivia. In total we observed 36 bee species in 17 genera at the flowers. Cluster analysis of the similarities among the plant species in terms of their visitor spectra showed a division into two groups: plants with inflorescence heights shorter than the grass height and plants with inflorescences projecting our of the surrounding vegetation. Larger bees of the genera Apis, Melipona, Bombus, and Xylocopa were observed only at hewers above the surrounding vegetation. Smaller, mainly solitary bees (e.g., Augochlorella, Ancyloscelis) visited flowers in the dense vegetation near the water surface. Analyses of the pollen loads revealed that most individuals were highly flower constant. When bees carried different pollen types, it was generally pollen from flowers within a single stratum. We discuss specialization, flower constancy, competition, and different foraging strategies as possible reasons for stratum fidelity.",1999
The distribution of pollen heteromorphism in Viola: Ecological and morphological correlates,corolla size; heteromorphism; ploidy level; pollen; pollination biology; Viola,HAWKMOTH-POLLINATED VIOLET; APERTURE POLYMORPHISM; FLOWERING PLANTS; FLORAL VARIATION; SELECTION; DIVERSIFOLIA; PERFORMANCE,"Pollen grains have apertures that affect their life histories. Pollen heteromorphism, defined as the production by flowers of several pollen morphs that differ by their aperture number, is frequent in modern angiosperms. In species of Viola, it has been demonstrated experimentally that more apertures lead to faster germination, but to shorter duration of viability. The number of apertures is under genetic control and many species of Viola are heteromorphic for aperture number. In this study, the occurrence of pollen heteromorphism was measured in 28 species of Viola that belong to the European flora. The genus Viola is divided into two groups, violets and pansies, which differ in corolla morphology. Pollen heteromorphism was detected in more than 85% of the pansies, but in only 40% of the violets. In contrast to violets, pollen heteromorphism in pansies was not due to variation in the ploidy level of the sporophyte. In pansies, mean aperture number decreased with the elevation at which the plants were collected. This suggests that pollinator-mediated selection due to variation in pollinator fauna along the altitudinal gradient, in conjunction with other physical characteristics of the environment (temperature, potential for pollen dehydration), may affect the proportions of the different pollen types. In violets, mean aperture number increased with elevation, due to polyploid species, which exhibit pollen heteromorphism, being more abundant at higher elevation than diploid species, which are not pollen-heteromorphic. Finally, significant differences in corolla size and spur length were observed among species of pansies and, to a lesser extent, among species of violets. These differences may in part be due to differences in the pollinating fauna among the different species.",1999
Pollination ecology in two species of Gonolobus (Asclepiadaceae),Asclepiadaceae; Gonolobeae; Hymenoptera; Tachinidae; Calliphoridae; pollination; nectaries,PERIPLOCACEAE; CORONA; SYSTEM,"Floral traits related to pollination are compared in Gonolobus fraternus and G. chloranthus. Observations on pollinators (Apidae, Vespidae, Calliphoridae, Tachinidae) in Gonolobus fraternus are reported. In spite of highly specialised features the flowers are polyphilic, even accepting pollinators of considerable difference in size. Special floral traits are the two secondary nectaries, one of them on the outside of the gynostegial corona. The mode of pollinia insertion and of pollen tube growth is demonstrated.",1999
"Consequences of achene biomass, within-achene allocation patterns, and pappus on germination in ray and disc achenes of Aster umbellatus var. umbellatus (Asteraceae)",within-achene allocation patterns; germination; Aster,SEED WEIGHT; HETEROTHECA-LATIFOLIA; HETEROSPERMA-PINNATUM; RESOURCE-ALLOCATION; LIFE-HISTORY; COMPOSITAE; POPULATIONS; DIMORPHISM; DISPERSAL; SOLIDAGO,"A familiar floral dimorphism that may have an associated seed heteromorphism, that is, the production of seeds with variable morphologies and ecological strategies, is the presence of both ray and disc florets in the capitula of most Asteraceae. Achenes of Aster umbellatus var. umbellatus Mill. were separated into the ray or disc type with either the pappus remaining attached and intact, or removed. Differential allocation of biomass between ray and disc achenes or heavy and light achenes was not observed. Germination was relatively low (disc achenes with pappus removed, 16.7%; ray achenes with pappus removed, 22.9%; disc achenes with pappus intact, 7.3%; and ray achenes with pappus intact, 7.2%) for each. Although achene weight did not affect the likelihood of germination, germination was 2.5-3 times greater among disc and ray achenes, respectively, for which the pappus was removed as opposed to intact. These results do not conform with previous thoughts relative to the advantageous role of the pappus in germination. As such, I suggest that in this species of Aster the key role of the pappus is to facilitate dispersal as opposed to encourage germination. Furthermore, the production of morphologically and ecologically indistinguishable ray and disc achenes by A. umbellatus var. umbellatus would suggest that the significance of heterogamous capitula, specifically the production of ray florets, rests in their attractiveness of pollinators.",1999
Pollination ecology of Swartzia apetala Raddi var. Apetala (Leguminosae-Papilionoideae).,Leguminosae; Papilionoideae; Swartzia; buzz-pollination; pollen-flower,BEES,"The pollination ecology of Swartzia apetala Raddi var. apetala was studied in the restinga of Marica, State of Rio de Janeiro, Brazil. S. apetala var. apetala is a shrub with asynchronic annual blooming, between the months of November and April (hot-rainy season). Each plant can exhibit more than one blooming episode in this period Their flowers are hemaphrodites, apetalous, heterantherous, odoriferous and the pollen represents the only reward offered to visitors. it is pollinized by species of Centris and Xylocopa, solitary and polyletic bees, which collect the pollen by means of vibratory movements. Other bees such as Apis mellifera, Pseudaugochloropsis graminea and Trigona spinipes are only pollen-thieves In this variety of Swartzia vibrating is an efficient method to collect pollen from the anthers despite non-poricidal dehiscence.. The flowering phenology and the behavior of visitors influence the rate of outcrossing.",1999
"A failed attempt to demonstrate pheromone communication in archaic moths of the genus Sabatinca Walker (Lepidoptera, Micropterigidae)",abdominal glands; electroantennographic detection; New Zealand; Sabatinca; (Palaeomicra) chalcophanes; Sabatinca (s.str.) demissa; sex pheromone; visual clues,CADDISFLIES TRICHOPTERA; SEX-PHEROMONE; ERIOCRANIIDAE; POLLINATION; WINTERACEAE; SECRETIONS; PHYLOGENY,"Data on pheromones of phylogenetically archaic moths are very scant, despite being needed to understand the life history evolution and phylogeny of the basal lineages of Lepidoptera. Two New Zealand micropterigid moths, Sabatinca (Palaeomicra) chalcophanes Meyr. and Sabatinca (s.str.) demissa Philp., were investigated for pheromone communication. Consistent negative results were demonstrated by (i) behavioural observations, (ii) exposure of blends containing active components of pheromones identified in caddis-flies and archaic moths, (iii) exposure of caged males and females in sticky traps, and (iv) detection of male and female antennal responses to both male and female extracts. Since no data indicated the presence of long-distance sex pheromones in Sabatinca, we concluded that these moths use visual clues to meet sexual partners. The secondary lack of pheromone communication in Micropterigidae suggests a high degree of ecological specialization in this plylogenetically most archaic moth family.",1999
