TI,DE,ID,AB,PY
The Bee Microbiome: Impact on Bee Health and Model for Evolution and Ecology of Host-Microbe Interactions,,HONEYBEE APIS-MELLIFERA; DEFORMED-WING-VIRUS; PATHOGENS NOSEMA-CERANAE; COLONY COLLAPSE DISORDER; GUT MICROBIOTA; BUMBLE BEES; DROSOPHILA-MELANOGASTER; DEFENSE-MECHANISMS; DIVERSITY; INFECTION,"As pollinators, bees are cornerstones for terrestrial ecosystem stability and key components in agricultural productivity. All animals, including bees, are associated with a diverse community of microbes, commonly referred to as the micro biome. The bee micro biome is likely to be a crucial factor affecting host health. However, with the exception of a few pathogens, the impacts of most members of the bee microbiome on host health are poorly understood. Further, the evolutionary and ecological forces that shape and change the microbiome are unclear. Here, we discuss recent progress in our understanding of the bee microbiome, and we present challenges associated with its investigation. We conclude that global coordination of research efforts is needed to fully understand the complex and highly dynamic nature of the interplay between the bee micro biome, its host, and the environment. High-throughput sequencing technologies are ideal for exploring complex biological systems, including host-microbe interactions. To maximize their value and to improve assessment of the factors affecting bee health, sequence data should be archived, curated, and analyzed in ways that promote the synthesis of different studies. To this end, the BeeBiome consortium aims to develop an online database which would provide reference sequences, archive metadata, and host analytical resources. The goal would be to support applied and fundamental research on bees and their associated microbes and to provide a collaborative framework for sharing primary data from different research programs, thus furthering our understanding of the bee microbiome and its impact on pollinator health.",2016
Linking plant phenology to conservation biology,Plant-animal interactions; Restoration ecology; Climate change; Monitoring; Management; Resource availability,TROPICAL UNDERSTORY COMMUNITY; UNMANNED AERIAL VEHICLES; CERRADO SAVANNA TREE; CLIMATE-CHANGE; FLOWERING PHENOLOGY; REPRODUCTIVE PHENOLOGY; HERBARIUM SPECIMENS; FRUIT PRODUCTION; POLLINATOR INTERACTIONS; HABITAT FRAGMENTATION,"Phenology has achieved a prominent position in current scenarios of global change research given its role in monitoring and predicting the timing of recurrent life cycle events. However, the implications of phenology to environmental conservation and management remain poorly explored. Here, we present the first explicit appraisal of how phenology a multidisciplinary science encompassing biometeorology, ecology, and evolutionary biology can make a key contribution to contemporary conservation biology. We focus on shifts in plant phenology induced by global change, their impacts on species diversity and plant-animal interactions in the tropics, and how conservation efforts could be enhanced in relation to plant resource organization. We identify the effects of phenological changes and mismatches in the maintenance and conservation of mutualistic interactions, and examine how phenological research can contribute to evaluate, manage and mitigate the consequences of land-use change and other natural and anthropogenic disturbances, such as fire, exotic and invasive species. We also identify cutting-edge tools that can improve the spatial and temporal coverage of phonological monitoring, from satellites to drones and digital cameras. We highlight the role of historical information in recovering long-term phenological time series, and track climate-related shifts in tropical systems. Finally, we propose a set of measures to boost the contribution of phonology to conservation science. We advocate the inclusion of phenology into predictive models integrating evolutionary history to identify species groups that are either resilient or sensitive to future climate-change scenarios, and understand how phenological mismatches can affect community dynamics, ecosystem services, and conservation over time.     ",2016
Investing in the transition to sustainable agriculture,Diversified farming systems; Ecosystem services; Agroecology; Agriculture policy; Agricultural research; Sustainability,ECOSYSTEM SERVICES; FOOD SECURITY; INTENSIFICATION; AGROECOLOGY,"Ecogical impacts of industrial agriculture include significant greenhouse gas emissions, loss of biodiversity, widespread pollution by fertilizers and pesticides, soil loss and degradation, declining pollinators, and human health risks, among many others. A rapidly growing body of scientific research, however, suggests that farming systems designed and managed according to ecological principles can meet the food needs of society while addressing these pressing environmental and social issues. The promise of such systems implies an urgent need for increasing the scope and scale of this area of research - agroecology. Notably, agroecological systems have been shown to reduce input dependency and therefore related research is unlikely to be supported by the private sector. Yet, the amount of federal funding available for agroecology has remained unclear. To address this gap in knowledge, we identified projects beginning in 2014 from the USDA Current Research Information System (CRIS) database and searched key sections of project reports for major components emphasizing sustainable agriculture, including agroecology. Components were grouped into four levels according to their focus on: improving system efficiency to reduce the use of inputs (L1), substituting more sustainable inputs and practices into farming systems (L2), redesigning systems based on ecological principles (L3: agroecology), or reestablishing connections between producers and consumers to support a socio-ecological transformation of the food system (L4: social dimensions of agroecology). We identified 824 projects, which accounted for $294 million dollars: just over 10% of the entire 2014 USDA Research, Extension, and Economics (REE) budget. Using a highly conservative classification protocol, we found that the primary focus of many projects was unrelated to sustainable agriculture at any level, but the majority of projects had at least one relevant component (representing 52-69% of analyzed funds, depending on whether projects focused exclusively on increasing yields were included). Of the total $294 million of analyzed funds, 18-36% went to projects that included a L1 component. Projects including components in L2, L3, or L4 received just 24%, 15%, and 14% of analyzed funds, respectively. Systems-based projects that included both agroecological farming practices (L3) and support for socioeconomic sustainability (L4) were particularly poorly funded (4%), as were L3 projects that included complex rotations (3%), spatially diversified farms (3%), rotational or regenerative grazing (1%), integrated crop-livestock systems (1%), or agroforestry (<1%). We estimated that projects with an emphasis on agroecology, indicated by those with a minimum or overall level of 13, represented 5-10% of analyzed funds (equivalent to only 0.6-1.5% of the 2014 REE budget). Results indicate that increased funding is urgently needed for REE, especially for systems-based research in biologically diversified farming and ranching systems.",2016
Integrating Studies on Plant-Pollinator and Plant-Herbivore Interactions,,RAPHANUS-RAPHANISTRUM; FOLIAR HERBIVORY; PHENOTYPIC PLASTICITY; SOLANUM-CAROLINENSE; FLOWER VISITATION; INSECT HERBIVORES; INDIRECT DEFENSE; FLORAL SIGNALS; JASMONIC ACID; WILD RADISH,"Research on herbivore-induced plant defence and research on pollination ecology have had a long history of separation. Plant reproduction of most angiosperm species is mediated by pollinators, and the effects of herbivore induced plant defences on pollinator behaviour have been largely neglected. Moreover, there is expected to be a trade-off between plant reproductive strategies and defence mechanisms. To investigate this trade-off, it is essential to study herbivore-induced plant resistance and allocation of resources by plants, within the same system, and to test if indirect plant resistance can conflict with pollinator attraction. Here, I review the key literature highlighting connection between plant defence and reproduction, and propose to exploit natural variation among plant species to assess the ecological costs of plant responses to herbivores and pollinators.",2016
Lost colonies found in a data mine: Global honey trade but not pests or pesticides as a major cause of regional honeybee colony declines,Socioeconomics; Honey; Global trade; Colony losses; Beekeeping,COLLAPSE DISORDER; WILD POLLINATORS; DRIVERS; EUROPE,"Recent losses of honeybee (Apis mellifera) colonies have been linked to several non-exclusive factors; such as pests, parasites, pesticides (e.g., neonicotinoids) and other toxins. Whereas these losses pose a threat to apiculture, the number of globally managed colonies appeared to be less affected because beekeepers replace lost colonies. From a socioeconomic and ecological perspective the number of managed colonies is arguably more relevant when addressing the issue of apiculture and pollination services provided by honeybees. We here use the FAO data base to dissect the interactions between the global honey market and the number of colonies. Global scale analyses do not show a general colony decline. Whereas Western Europe and the US show suffer colony declines, other regions show considerable increase. We could not find any link between the colony dynamics and the occurrence of specific pathogens or the use of pesticides. In contrast, changes in the political and socioeconomic system show strong effects on apiculture. In addition, many countries show a tight negative correlation between honey import and the number of managed colonies. For some countries, the amount of honey produced per colony is highly positively correlated with the amount of honey imports, and we cannot exclude large scale relabeling of imported to nationally produced honey. It is very clear that honey trade is a dominating factor for the number of managed colonies since countries with a strong import and export ratio are those suffering most strongly from colony declines.    ",2016
Ecosystem services as assessment endpoints for ecological risk assessment,Assessment endpoints; Ecological risk assessment; Ecosystem services; Generic ecological assessment endpoints,FRAMEWORK,"Ecosystem services are defined as the outputs of ecological processes that contribute to human welfare or have the potential to do so in the future. Those outputs include food and drinking water, clean air and water, and pollinated crops. The need to protect the services provided by natural systems has been recognized previously, but ecosystem services have not been formally incorporated into ecological risk assessment practice in a general way in the United States. Endpoints used conventionally in ecological risk assessment, derived directly from the state of the ecosystem (e.g., biophysical structure and processes), and endpoints based on ecosystem services serve different purposes. Conventional endpoints are ecologically important and susceptible entities and attributes that are protected under US laws and regulations. Ecosystem service endpoints are a conceptual and analytical step beyond conventional endpoints and are intended to complement conventional endpoints by linking and extending endpoints to goods and services with more obvious benefit to humans. Conventional endpoints can be related to ecosystem services even when the latter are not considered explicitly during problem formulation. To advance the use of ecosystem service endpoints in ecological risk assessment, the US Environmental Protection Agency's Risk Assessment Forum has added generic endpoints based on ecosystem services (ES-GEAE) to the original 2003 set of generic ecological assessment endpoints (GEAEs). Like conventional GEAEs, ES-GEAEs are defined by an entity and an attribute. Also like conventional GEAEs, ES-GEAEs are broadly described and will need to be made specific when applied to individual assessments. Adoption of ecosystem services as a type of assessment endpoint is intended to improve the value of risk assessment to environmental decision making, linking ecological risk to human well-being, and providing an improved means of communicating those risks. Integr Environ Assess Manag 2016;12:522-528. Published 2015 SETAC. This article is a US Government work and, as such, is in the public domain in the USA.",2016
"Loss and gains in ant-plant interactions mediated by extrafloral nectar: fidelity, cheats, and lies",Ants; Ecological networks; Herbivory; Myrmecophily; Mutualism; Predators,EXTRA-FLORAL NECTARIES; BRAZILIAN TROPICAL SAVANNA; HERBIVORE INTERACTIONS; TENDING-ANTS; NEOTROPICAL SAVANNA; CLIMATE-CHANGE; REPRODUCTIVE-BIOLOGY; HOMOPTERA MUTUALISMS; CONDITIONAL OUTCOMES; HYMENOPTERA VESPIDAE,"All mutualistic plant-animal interactions are mediated by costs and benefits in relationships where resources (from plants) are exchanged by services (from animals). The most common trading coin that plants offer to pay for animal services is nectar; the main servers are hymenopterans. Extrafloral nectar (EFN) is produced in almost all aboveground plant parts not directly related with pollination, and their true function has long been an issue of discussion among naturalists and will be our main subject. The protective function of extrafloral nectaries (EFNs) is reviewed and considered with an alternative hypothesis, presenting not only ants, but also spiders and wasps as potential and effective agents in these protective interactions. Despite their likely relevance, the phenological variation (mainly sequential flowering and resprouting) of host plants mediating these interactions have been generally ignored. We discuss how the outcomes of each ant-EFN bearing plant interaction vary depending on physical and biotic changes in interacting organisms (internal factors such as phenology and species identity) as well as in their environments (external factors such as climatic variation), all of which may modify the character of each interaction. We propose that ant-EFN bearing plant interactions serve an excellent and unique model to test the ""Geographic Mosaic Theory"" of coevolution providing us a more clear view of how evolution has structured these plant-animal ecological networks.",2016
On-farm habitat restoration counters biotic homogenization in intensively managed agriculture,#NAME?,FUNCTIONAL DIVERSITY INDEXES; WILD BEE POLLINATORS; BETA-DIVERSITY; ECOSYSTEM SERVICES; CROP POLLINATION; NATIVE BEES; LAND-USE; CONVENTIONAL AGRICULTURE; PESTICIDE EXPOSURE; PLANT-COMMUNITIES,"To slow the rate of global species loss, it is imperative to understand how to restore and maintain native biodiversity in agricultural landscapes. Currently, agriculture is associated with lower spatial heterogeneity and turnover in community composition (-diversity). While some techniques are known to enhance -diversity, it is unclear whether habitat restoration can re-establish -diversity. Using a long-term pollinator dataset, comprising approximate to 9,800 specimens collected from the intensively managed agricultural landscape of the Central Valley of California, we show that on-farm habitat restoration in the form of native plant hedgerows', when replicated across a landscape, can boost -diversity by approximately 14% relative to unrestored field margins, to levels similar to some natural communities. Hedgerows restore -diversity by promoting the assembly of phenotypically diverse communities. Intensively managed agriculture imposes a strong ecological filter that negatively affects several important dimensions of community trait diversity, distribution, and uniqueness. However, by helping to restore phenotypically diverse pollinator communities, small-scale restorations such as hedgerows provide a valuable tool for conserving biodiversity and promoting ecosystem services.",2016
Elevated virulence of an emerging viral genotype as a driver of honeybee loss,virulence; emerging infectious disease; pollinator; decline,DEFORMED-WING-VIRUS; BEE COLONY LOSSES; MITES VARROA-DESTRUCTOR; WHITE-NOSE SYNDROME; APIS-MELLIFERA; BATRACHOCHYTRIUM-DENDROBATIDIS; POLLINATORS; EVOLUTION; PATHOGEN; DECLINE,"Emerging infectious diseases (EIDs) have contributed significantly to the current biodiversity crisis, leading to widespread epidemics and population loss. Owing to genetic variation in pathogen virulence, a complete understanding of species decline requires the accurate identification and characterization of EIDs. We explore this issue in the Western honeybee, where increasing mortality of populations in the Northern Hemisphere has caused major concern. Specifically, we investigate the importance of genetic identity of the main suspect in mortality, deformed wing virus (DWV), in driving honeybee loss. Using laboratory experiments and a systematic field survey, we demonstrate that an emerging DWV genotype (DWV-B) is more virulent than the established DWV genotype (DWV-A) and is widespread in the landscape. Furthermore, we show in a simple model that colonies infected with DWV-B collapse sooner than colonies infected with DWV-A. We also identify potential for rapid DWV evolution by revealing extensive genome-wide recombination in vivo. The emergence of DWV-B in naive honeybee populations, including via recombination with DWV-A, could be of significant ecological and economic importance. Our findings emphasize that knowledge of pathogen genetic identity and diversity is critical to understanding drivers of species decline.",2016
Defining invasiveness and invasibility in ecological networks,Biological invasions; Fluctuating resource hypothesis; Invasiveness; Invasibility; Ecological networks; Interaction matrix; Network stability; Interaction strength,MUTUALISTIC NETWORKS; HARMONIA-AXYRIDIS; FOOD WEBS; INTRAGUILD PREDATION; PLANT INVASIONS; BIOLOGICAL INVASIONS; POLLINATION NETWORKS; POPULATION-DYNAMICS; COMMUNITY STRUCTURE; ADALIA-BIPUNCTATA,"The success of a biological invasion is context dependent, and yet two key concepts-the invasiveness of species and the invasibility of recipient ecosystems-are often defined and considered separately. We propose a framework that can elucidate the complex relationship between invasibility and invasiveness. It is based on trait-mediated interactions between species and depicts the response of an ecological network to the intrusion of an alien species, drawing on the concept of community saturation. Here, invasiveness of an introduced species with a particular trait is measured by its per capita population growth rate when the initial propagule pressure of the introduced species is very low. The invasibility of the recipient habitat or ecosystem is dependent on the structure of the resident ecological network and is defined as the total width of an opportunity niche in the trait space susceptible to invasion. Invasibility is thus a measure of network instability. We also correlate invasibility with the asymptotic stability of resident ecological network, measured by the leading eigenvalue of the interaction matrix that depicts trait-based interaction intensity multiplied by encounter rate (a pairwise product of propagule pressure of all members in a community). We further examine the relationship between invasibility and network architecture, including network connectance, nestedness and modularity. We exemplify this framework with a trait-based assembly model under perturbations in ways to emulate fluctuating resources and random trait composition in ecological networks. The maximum invasiveness of a potential invader (greatest intrinsic population growth rate) was found to be positively correlated with invasibility of the recipient ecological network. Additionally, ecosystems with high network modularity and high ecological stability tend to exhibit high invasibility. Where quantitative data are lacking we propose using a qualitative interaction matrix of the ecological network perceived by a potential invader so that the structural network stability and invasibility can be estimated from the literature or from expert opinion. This approach links network structure, invasiveness and invasibility in the context of trait-mediated interactions, such as the invasion of insects into mutualistic and antagonistic networks.",2016
Morphology predicts species' functional roles and their degree of specialization in plant-frugivore interactions,ecological networks; fleshy-fruited plants; frugivorous birds; functional diversity; mutualistic interactions; traits,FRUIT-EATING BIRDS; MUTUALISTIC NETWORKS; ECOLOGICAL NETWORKS; SEED-DISPERSAL; COEVOLUTIONARY NETWORKS; PHYLOGENETIC DIVERSITY; FOOD-WEB; TRAITS; SIZE; BIODIVERSITY,"Species' functional roles in key ecosystem processes such as predation, pollination or seed dispersal are determined by the resource use of consumer species. An interaction between resource and consumer species usually requires trait matching (e.g. a congruence in the morphologies of interaction partners). Species' morphology should therefore determine species' functional roles in ecological processes mediated by mutualistic or antagonistic interactions. We tested this assumption for Neotropical plant-bird mutualisms. We used a new analytical framework that assesses a species's functional role based on the analysis of the traits of its interaction partners in a multidimensional trait space. We employed this framework to test (i) whether there is correspondence between the morphology of bird species and their functional roles and (ii) whether morphologically specialized birds fulfil specialized functional roles. We found that morphological differences between bird species reflected their functional differences: (i) bird species with different morphologies foraged on distinct sets of plant species and (ii) morphologically distinct bird species fulfilled specialized functional roles. These findings encourage further assessments of species' functional roles through the analysis of their interaction partners, and the proposed analytical framework facilitates a wide range of novel analyses for network and community ecology.",2016
A common framework for identifying linkage rules across different types of interactions,functional traits; herbivory; interaction networks; mutualisms; parasitism; pollination; predation; trait matching; trophic interactions,PLANT-POLLINATOR INTERACTIONS; ANIMAL MUTUALISTIC NETWORKS; TRAIT-BASED FRAMEWORK; PARASITOID FOOD WEBS; ECOLOGICAL NETWORKS; BODY-SIZE; COMMUNITY STRUCTURE; BIOTIC INTERACTIONS; CLIMATE-CHANGE; LIFE-HISTORY,"1. Species interactions, ranging from antagonisms to mutualisms, form the architecture of bio-diversity and determine ecosystem functioning. Understanding the rules responsible for who interacts with whom, as well as the functional consequences of these interspecific interactions, is central to predict community dynamics and stability. 2. Species traits sensu lato may affect different ecological processes by determining species interactions through a two-step process. First, ecological and life-history traits govern species distributions and abundance, and hence determine species co-occurrence and the potential for species to interact. Secondly, morphological or physiological traits between co-occurring potential interaction partners should match for the realization of an interaction. Here, we review recent advances on predicting interactions from species co-occurrence and develop a probabilistic model for inferring trait matching. 3. The models proposed here integrate both neutral and trait-matching constraints, while using only information about known interactions, thereby overcoming problems originating from undersampling of rare interactions (i.e. missing links). They can easily accommodate qualitative or quantitative data and can incorporate trait variation within species, such as values that vary along developmental stages or environmental gradients. 4. We use three case studies to show that the proposed models can detect strong trait matching (e.g. predator-prey system), relaxed trait matching (e.g. herbivore-plant system) and barrier trait matching (e.g. plant-pollinator systems). 5. Only by elucidating which species traits are important in each process (i.e. in determining interaction establishment and frequency), we can advance in explaining how species interact and the consequences of these interactions for ecosystem functioning.",2016
Chronic neonicotinoid pesticide exposure and parasite stress differentially affects learning in honeybees and bumblebees,Apis mellifera; Bombus terrestris; clothianidin; Nosema ceranae; pollination; proboscis extension response,NOSEMA-CERANAE MICROSPORIDIA; BEE APIS-MELLIFERA; PROBOSCIS EXTENSION; BOMBUS-TERRESTRIS; FORAGING SUCCESS; WILD POLLINATORS; MEMORY; MECHANISMS; INFECTION; FORAGERS,"Learning and memory are crucial functions which enable insect pollinators to efficiently locate and extract floral rewards. Exposure to pesticides or infection by parasites may cause subtle but ecologically important changes in cognitive functions of pollinators. The potential interactive effects of these stressors on learning and memory have not yet been explored. Furthermore, sensitivity to stressors may differ between species, but few studies have compared responses in different species. Here, we show that chronic exposure to field realistic levels of the neonicotinoid clothianidin impaired olfactory learning acquisition in honeybees, leading to potential impacts on colony fitness, but not in bumblebees. Infection by the microsporidian parasite Nosema ceranae slightly impaired learning in honeybees, but no interactive effects were observed. Nosema did not infect bumblebees (3% infection success). Nevertheless, Nosema-treated bumblebees had a slightly lower rate of learning than controls, but faster learning in combination with neonicotinoid exposure. This highlights the potential for complex interactive effects of stressors on learning. Our results underline that one cannot readily extrapolate findings from one bee species to others. This has important implications for regulatory risk assessments which generally use honeybees as a model for all bees.",2016
The interconnected rhizosphere: High network complexity dominates rhizosphere assemblages,Community ecology; keystone species; microbial ecology; microbial interactions; microbial networks; quorum sensing; random matrix theory; rhizosphere,MICROBIAL COMMUNITIES; POLLINATION NETWORKS; SOIL; DIVERSITY; BACTERIAL; ECOLOGY; COOPERATION; MODULARITY; MODELS; ALTERS,"While interactions between roots and microorganisms have been intensively studied, we know little about interactions among root-associated microbes. We used random matrix theory-based network analysis of 16S rRNA genes to identify bacterial networks associated with wild oat (Avena fatua) over two seasons in greenhouse microcosms. Rhizosphere networks were substantially more complex than those in surrounding soils, indicating the rhizosphere has a greater potential for interactions and niche-sharing. Network complexity increased as plants grew, even as diversity decreased, highlighting that community organisation is not captured by univariate diversity. Covariations were predominantly positive (>80%), suggesting that extensive mutualistic interactions may occur among rhizosphere bacteria; we identified quorum-based signalling as one potential strategy. Putative keystone taxa often had low relative abundances, suggesting low-abundance taxa may significantly contribute to rhizosphere function. Network complexity, a previously undescribed property of the rhizosphere microbiome, appears to be a defining characteristic of this habitat.",2016
Community dynamics under environmental change: How can next generation mechanistic models improve projections of species distributions?,Prediction; Bias; Precision; Species interaction; SDM; Protocol; Uncertainty,PLANT-POLLINATOR INTERACTIONS; DENSITY-DEPENDENT DISPERSAL; CLIMATE-CHANGE IMPACTS; POPULATION-DYNAMICS; RANGE SHIFTS; EVOLUTIONARY PROCESSES; BIOTIC INTERACTIONS; LOCAL ADAPTATION; INTRASPECIFIC COMPETITION; ECOLOGICAL COMMUNITIES,"Environmental change is expected to shift the geographic range of species and communities. To estimate the consequences of these shifts for the functioning and stability of ecosystems, reliable predictions of alterations in species distributions are needed. Projections with correlative species distribution models, which correlate species' distributions to the abiotic environment, have become a standard approach. Criticism of this approach centres around the omission of relevant biotic feedbacks and triggered the search for alternatives. A new generation of mechanistic process-based species distribution models aims at implementing formulations of relevant biotic processes to cover species' life histories, physiology, dispersal abilities, evolution, and both intra- and interspecific interactions. Although this step towards more structural realism is considered important, it remains unclear whether the resulting projections are more reliable. Structural realism has the advantage that geographic range shifting emerges from the interplay of relevant abiotic and biotic processes. Having implemented the relevant response mechanisms, structural realistic models should better tackle the challenge of generating projections of species responses to (non-analogous) environmental change. However, reliable projections of future species ranges demand ecological information that is currently only available for few species. In this opinion paper, we discuss how the discrepancy between demand for structural realism on the one hand and the related knowledge gaps on the other hand affects the reliability of mechanistic species distribution models. We argue that omission of relevant processes potentially impairs projection accuracy (proximity of the mean outcome to the true value), particularly if species range shifts emerge from species and community dynamics. Yet, insufficient knowledge that limits model specification and parameterization, as well as process complexity, increases projection uncertainty (variance in the outcome of simulated model projections). The accuracy-uncertainty-relation reflects current limits to delivering reliable projections of range shifts. We propose a protocol to improve and communicate projection reliability. The protocol combines modelling and empirical research to efficiently fill critical knowledge gaps that currently limit the reliability of species and community projections.    ",2016
Abundance and generalisation in mutualistic networks: solving the chicken-and-egg dilemma,causality; generalisation; mutualistic networks; plant-animal interactions; pollination; seed dispersal; specialisation,POLLINATION NETWORKS; COMMUNITY ECOLOGY; FOREST; SPECIALIZATION; ISLANDS; BIOLOGY; BIRDS; FRUIT; HERBS,"A frequent observation in plant-animal mutualistic networks is that abundant species tend to be more generalised, interacting with a broader range of interaction partners than rare species. Uncovering the causal relationship between abundance and generalisation has been hindered by a chicken-and-egg dilemma: is generalisation a by-product of being abundant, or does high abundance result from generalisation? Here, we analyse a database of plant-pollinator and plant-seed disperser networks, and provide strong evidence that the causal link between abundance and generalisation is uni-directional. Specifically, species appear to be generalists because they are more abundant, but the converse, that is that species become more abundant because they are generalists, is not supported by our analysis. Furthermore, null model analyses suggest that abundant species interact with many other species simply because they are more likely to encounter potential interaction partners.",2016
Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network,connectance; forbidden links; modularity; nestedness; network metrics; neutrality; NODF; plant-pollinator networks; QuanBiMo; specialization,ANIMAL MUTUALISTIC NETWORKS; ECOLOGICAL NETWORKS; SEED-DISPERSAL; COEVOLUTIONARY NETWORKS; POLLINATOR INTERACTIONS; SPECIALIZATION; NESTEDNESS; MODULARITY; MATRICES; DETERMINANTS,"1. Virtually all empirical ecological interaction networks to some extent suffer from undersampling. However, how limitations imposed by sampling incompleteness affect our understanding of ecological networks is still poorly explored, which may hinder further advances in the field. 2. Here, we use a plant-hummingbird network with unprecedented sampling effort (2716 h of focal observations) from the Atlantic Rainforest in Brazil, to investigate how sampling effort affects the description of network structure (i.e. widely used network metrics) and the relative importance of distinct processes (i.e. species abundances vs. traits) in determining the frequency of pairwise interactions. 3. By dividing the network into time slices representing a gradient of sampling effort, we show that quantitative metrics, such as interaction evenness, specialization (H-2'), weighted nestedness (wNODF) and modularity (Q; QuanBiMo algorithm) were less biased by sampling incompleteness than binary metrics. Furthermore, the significance of some network metrics changed along the sampling effort gradient. Nevertheless, the higher importance of traits in structuring the network was apparent even with small sampling effort. 4. Our results (i) warn against using very poorly sampled networks as this may bias our understanding of networks, both their patterns and structuring processes, (ii) encourage the use of quantitative metrics little influenced by sampling when performing spatio-temporal comparisons and (iii) indicate that in networks strongly constrained by species traits, such as plant-hummingbird networks, even small sampling is sufficient to detect their relative importance for the frequencies of interactions. Finally, we argue that similar effects of sampling are expected for other highly specialized subnetworks.",2016
Bumble bee colony dynamics: quantifying the importance of land use and floral resources for colony growth and queen production,Bombus vosnesenskii; colony growth; floral resources; life history; population viability; reproduction; social insects,BOMBUS-TERRESTRIS; LANDSCAPE-SCALE; REPRODUCTION; DECLINE; CONSERVATION; HYMENOPTERA; HABITAT; PATTERNS; SCHEMES; DENSITY,"Bumble bee (Bombus) species are ecologically and economically important pollinators, and many species are in decline. In this article, we develop a mechanistic model to analyse growth trajectories of Bombus vosnesenskii colonies in relation to floral resources and land use. Queen production increased with floral resources and was higher in semi-natural areas than on conventional farms. However, the most important parameter for queen production was the colony growth rate per flower, as opposed to the average number of available flowers. This result indicates the importance of understanding mechanisms of colony growth, in order to predict queen production and enhance bumble bee population viability. Our work highlights the importance of interpreting bumble bee conservation efforts in the context of overall population dynamics and provides a framework for doing so.",2016
New fossil insect order Permopsocida elucidates major radiation and evolution of suction feeding in hemimetabolous insects (Hexapoda: Acercaria),,PARANEOPTERAN INSECTS; MAXILLARY PLATE; BURMESE AMBER; MORPHOLOGY; HEMIPTERA; AUCHENORRHYNCHA; PSOCOPTERA; PSOCODEA; PATTERN,"With nearly 100,000 species, the Acercaria (lice, plant lices, thrips, bugs) including number of economically important species is one of the most successful insect lineages. However, its phylogeny and evolution of mouthparts among other issues remain debatable. Here new methods of preparation permitted the comprehensive anatomical description of insect inclusions from mid-Cretaceous Burmese amber in astonishing detail. These ""missing links"" fossils, attributed to a new order Permopsocida, provide crucial evidence for reconstructing the phylogenetic relationships in the Acercaria, supporting its monophyly, and questioning the position of Psocodea as sister group of holometabolans in the most recent phylogenomic study. Permopsocida resolves as sister group of Thripida + Hemiptera and represents an evolutionary link documenting the transition from chewing to piercing mouthparts in relation to suction feeding. Identification of gut contents as angiosperm pollen documents an ecological role of Permopsocida as early pollen feeders with relatively unspecialized mouthparts. This group existed for 185 million years, but has never been diverse and was superseded by new pollenivorous pollinators during the Cretaceous co-evolution of insects and flowers. The key innovation of suction feeding with piercing mouthparts is identified as main event that triggered the huge post-Carboniferous radiation of hemipterans, and facilitated the spreading of pathogenic vectors.",2016
The genetic consequences of the anthropogenic movement of social bees,Hybridization; Mating interference; Social bees; Invasive species,APIS-MELLIFERA-L.; AFRICANIZED HONEY-BEES; BUMBLEBEE BOMBUS-TERRESTRIS; EUROPEAN HONEYBEES; MITOCHONDRIAL-DNA; STINGLESS BEES; CAPE HONEYBEE; REPRODUCTIVE DISTURBANCE; JAPANESE BUMBLEBEES; POSITIVE SELECTION,"Invasive species often play a significant role in ecosystem decline and the loss of biodiversity. Nonetheless, a number of social bee species (Apidae) have been, and are still being, transported outside their native ranges for use as pollinators and honey producers. Many authors have emphasized the ecological consequences of introduced social bees. Less appreciated is that hybridization between local and introduced bees can lead to genomic extinction of indigenous bee taxa and to a loss in overall biodiversity. More directly, mating interference between introduced and native bees may result in reduced reproductive success of the indigenous taxa. It is therefore important that the benefits of introducing exotic bee species be carefully weighed against the possible costs to indigenous populations.",2016
Merging DNA metabarcoding and ecological network analysis to understand and build resilient terrestrial ecosystems,food webs; forestry; host-parasitoid interactions; invasive species; next-generation sequencing,FOOD-WEB STRUCTURE; MUTUALISTIC NETWORKS; POLLINATION NETWORKS; EVOLUTIONARY HISTORY; MOLECULAR-DETECTION; MAXIMUM-LIKELIHOOD; SEQUENCING DATA; CLIMATE-CHANGE; BIODIVERSITY; ROBUSTNESS,"1. Significant advances in both mathematical and molecular approaches in ecology offer unprecedented opportunities to describe and understand ecosystem functioning. Ecological networks describe interactions between species, the underlying structure of communities and the function and stability of ecosystems. They provide the ability to assess the robustness of complex ecological communities to species loss, as well as a novel way of guiding restoration. However, empirically quantifying the interactions between entire communities remains a significant challenge. 2. Concomitantly, advances in DNA sequencing technologies are resolving previously intractable questions in functional and taxonomic biodiversity and provide enormous potential to determine hitherto difficult to observe species interactions. Combining DNA metabarcoding approaches with ecological network analysis presents important new opportunities for understanding large-scale ecological and evolutionary processes, as well as providing powerful tools for building ecosystems that are resilient to environmental change. 3. We propose a novel 'nested tagging' metabarcoding approach for the rapid construction of large, phylogenetically structured species-interaction networks. Taking tree-insect-parasitoid ecological networks as an illustration, we show how measures of network robustness, constructed using DNA metabarcoding, can be used to determine the consequences of tree species loss within forests, and forest habitat loss within wider landscapes. By determining which species and habitats are important to network integrity, we propose new directions for forest management. 4. Merging metabarcoding with ecological network analysis provides a revolutionary opportunity to construct some of the largest, phylogenetically structured species-interaction networks to date, providing new ways to: (i) monitor biodiversity and ecosystem functioning; (ii) assess the robustness of interacting communities to species loss; and (iii) build ecosystems that are more resilient to environmental change.",2016
